ID_MAN_CO;FUND_NUMBER;FUND_NAME;FUND_CCY;INSTRUMENT_ID;ISIN_CODE;TELEKURS_CODE;BLOOMBERG_CODE;ISSUER_CODE;ISSUER_NAME;GRINFIN;ASSET_GROUP;ASSET_PICTET_TYPE;SFI_TYPE;STRIKE;CONTRACT_SIZE;SECURITY_NAME;SECURITY_CCY;COUNTRY_CODE;COUNTRY_NAME;ECONOMIC_SECTOR_CODE;ECONOMIC_SECTOR_NAME;MATURITY_DATE;MKT_CODE;MIC_CODE;RATING_SP;RATING_MOODYS;RATING_FITCH;CUSTODIAN_CODE;CUSTODIAN_NAME;UNDERLYING_INSTR_ID;UNDERLYING_ISIN_CODE;UNDERLYING_TELEKURS_CODE;UNDERLYING_BLOOMBERG_CODE;UNDERLYING_MKT_CODE;UNDERLYING_MIC_CODE;UNDERLYING_GRINFIN;UNDERLYING_ASSET_GROUP;UNDERLYING_ASSET_PICTET_TYPE;UNDERLYING_SFI_TYPE;UNDERLYING_NAME;UNDERLYING_CCY;UNDERLYING_DATE_MATURITY;UNDERLYING_ISSUER;UNDERLYING_ISSUER_NAME;UNDERLYING_COUNTRY_CODE;UNDERLYING_COUNTRY_NAME;UNDERLYING_ECO_SECTOR_CODE;UNDERLYING_ECO_SECTOR_NAME;UNDERLYING_RATING_SP;UNDERLYING_RATING_MOODYS;UNDERLYING_RATING_FITCH;UNDERLYING_PRICE;QUANTITY;MARKET_PRICE;CALCUL_TYPE;MARKET_VALUE;MARKET_VALUE_FUND_CCY;FX_RATE_INV_FUND;FX_RATE_INV_EUR;DATE_VALORISATION;FLAG_FEEDER;ACCRUED_INTEREST;ACCRUED_INTEREST_FUND_CCY;ACCRUED_INTEREST_EUR;Reporting Period
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;05PIBA36943USDLU;US87612E1064;001036943000;TGT UN Equity;3188;TARGET;eer;share;ord_sh;sfi_atyp_202;;1;TARGET;USD;US;U.S.A.;76;RETAIL TRADE & DEPARTEMENT STORES;;FWTAT;;;;;OXP;;;;;;;;;;;;;;;;;;;;;;;;;16000;198.07;1;3169120;3169120;1;.850846;31/03/2021;N;0;0;0;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;05PIB494484EURLU;FR0000121261;000494484000;ML FP Equity;8481;CIE GEN. ETABLISSEMENTS MICHELIN;eer;share;ord_sh;sfi_atyp_202;;1;MICHELIN 'B' NOM.;EUR;FR;FRANCE;52;TIRES & RUBBER;;EPA;XPAR;;;;O5S;;;;;;;;;;;;;;;;;;;;;;;;;15000;127.65;1;1914750;2250405.68;1.1753;.850846;31/03/2021;N;0;0;0;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;05AIM0096M9USDLU;US78409V1044;032303352000;SPGI UN Equity;7125;S&P GLOBAL;eer;share;ord_sh;sfi_atyp_202;;1;S&P GLOBAL;USD;US;U.S.A.;73;GRAPHICS PUBLISHING & PRINTING MEDIA;;RMC-P;;;;;OXP;;;;;;;;;;;;;;;;;;;;;;;;;6500;352.87;1;2293655;2293655;1;.850846;31/03/2021;N;0;0;0;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;05NEX000IPOUSDLU;US68902V1070;053366089000;OTIS UN Equity;198704;OTIS WORLDWIDE CORP;eer;share;ord_sh;sfi_atyp_202;;1;OTIS WORLDWIDE;USD;US;U.S.A.;48;MACHINERY & APPARELS;;PBW;;;;;OXP;;;;;;;;;;;;;;;;;;;;;;;;;45000;68.45;1;3080250;3080250;1;.850846;31/03/2021;N;0;0;0;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;05PIB910162USDLU;US0536111091;000910162000;AVY UN Equity;10272;AVERY DENNISON;eer;share;ord_sh;sfi_atyp_202;;;AVERY DENNISON;USD;US;U.S.A.;45;COMPUTER HARDWARE & NETWORKING;;FWTAT;;;;;OXP;;;;;;;;;;;;;;;;;;;;;;;;;6000;183.65;1;1101900;1101900;1;.850846;31/03/2021;N;0;0;0;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;05AIM003DCUUSDLU;US3687361044;010683479000;GNRC UN Equity;174580;GENERAC HOLDINGS INC;eer;share;ord_sh;sfi_atyp_202;;1;GENERAC HOLDINGS;USD;US;U.S.A.;84;HOLDING & FINANCIAL TRUST;;NYX;XNYS;;;;OXP;;;;;;;;;;;;;;;;;;;;;;;;;3000;327.45;1;982350;982350;1;.850846;31/03/2021;N;0;0;0;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;05PIB762921JPYLU;JP3756600007;000762921000;7974 JT Equity;12356;NINTENDO;eer;share;ord_sh;sfi_atyp_202;;;NINTENDO;JPY;JP;JAPAN;42;ELECTRONICS & SEMICONDUCTORS;;FRA;XFRA;;;;0W2;;;;;;;;;;;;;;;;;;;;;;;;;2400;61810;1;148344000;1342478.92;.00905;.850846;31/03/2021;N;0;0;0;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;05PIB190310USDLU;US2172041061;000190310000;CPRT UQ Equity;5804;COPART;eer;share;ord_sh;sfi_atyp_202;;1;COPART;USD;US;U.S.A.;50;VEHICLES;;FWTAT;;;;;OXP;;;;;;;;;;;;;;;;;;;;;;;;;20000;108.61;1;2172200;2172200;1;.850846;31/03/2021;N;0;0;0;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;05PIB910957USDLU;US0584981064;000910957000;BLL UN Equity;13682;BALL;eer;share;ord_sh;sfi_atyp_202;;1;BALL;USD;US;U.S.A.;75;PACKAGING INDUSTRIES;;NYX;XNYS;;;;OXP;;;;;;;;;;;;;;;;;;;;;;;;;15000;84.74;1;1271100;1271100;1;.850846;31/03/2021;N;0;0;0;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;05PIBF66822USDLU;US2283681060;001566822000;CCK UN Equity;976000;CROWN HOLDINGS INC;eer;share;ord_sh;sfi_atyp_202;;1;CROWN HOLDINGS;USD;US;U.S.A.;84;HOLDING & FINANCIAL TRUST;;FWTAT;;;;;OXP;;;;;;;;;;;;;;;;;;;;;;;;;18000;97.04;1;1746720;1746720;1;.850846;31/03/2021;N;0;0;0;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;05PIBG93853USDLU;US5018892084;001693853000;LKQ UQ Equity;980357;LKQ CORP;eer;share;ord_sh;sfi_atyp_202;;1;LKQ;USD;US;U.S.A.;50;VEHICLES;;NYX;XNYS;;;;OXP;;;;;;;;;;;;;;;;;;;;;;;;;35000;42.33;1;1481550;1481550;1;.850846;31/03/2021;N;0;0;0;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;05AIM00ADL8USDLU;US00183L1026;038079223000;ANGI UQ Equity;199050;ANGI INC;eer;share;ord_sh;sfi_atyp_202;;1;ANGI 'A';USD;US;U.S.A.;96;MISCELLANEOUS SERVICES;;RMC-P;;;;;OXP;;;;;;;;;;;;;;;;;;;;;;;;;120000;13;1;1560000;1560000;1;.850846;31/03/2021;N;0;0;0;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;05AIM00AG58USDLU;US30057T1051;038577266000;AQUA UN Equity;194862;EVOQUA WATER TECHNOLOGIES;eer;share;ord_sh;sfi_atyp_202;;1;EVOQUA WATER TECHNOLOGIES;USD;US;U.S.A.;92;ENERGY & WATER SUPPLY;;NCI;;;;;OXP;;;;;;;;;;;;;;;;;;;;;;;;;45000;26.3;1;1183500;1183500;1;.850846;31/03/2021;N;0;0;0;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;05AIM00AYFAJPYLU;JP3921290007;041812174000;4385 JT Equity;191986;MERCARI;eer;share;ord_sh;sfi_atyp_202;;1;MERCARI;JPY;JP;JAPAN;44;INTERNET, SOFTWARE & IT SERVICES;;TYO;XTKS;;;;0W2;;;;;;;;;;;;;;;;;;;;;;;;;34000;5020;1;170680000;1544614.56;.00905;.850846;31/03/2021;N;0;0;0;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;05NEX0022EYUSDLU;US9288811014;052640233000;VNT UN Equity;200317;VONTIER CORP;eer;share;ord_sh;sfi_atyp_202;;1;VONTIER;USD;US;U.S.A.;48;MACHINERY & APPARELS;;USX-P;;;;;OXP;;;;;;;;;;;;;;;;;;;;;;;;;82000;30.27;1;2482140;2482140;1;.850846;31/03/2021;N;0;0;0;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;05PIB762440JPYLU;JP3866800000;000762440000;6752 JT Equity;12186;PANASONIC;eer;share;ord_sh;sfi_atyp_202;;1;PANASONIC;JPY;JP;JAPAN;42;ELECTRONICS & SEMICONDUCTORS;;EPA;XPAR;;;;0W2;;;;;;;;;;;;;;;;;;;;;;;;;120000;1423.5;1;170820000;1545881.52;.00905;.850846;31/03/2021;N;0;0;0;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;05PIB945590USDLU;US4824801009;000945590000;KLAC UQ Equity;10412;KLA CORPORATION;eer;share;ord_sh;sfi_atyp_202;;;KLA CORPORATION;USD;US;U.S.A.;42;ELECTRONICS & SEMICONDUCTORS;;NYX;XNYS;;;;OXP;;;;;;;;;;;;;;;;;;;;;;;;;4500;330.4;1;1486800;1486800;1;.850846;31/03/2021;N;0;0;0;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;05PIB987800USDLU;US9892071054;000987800000;ZBRA UQ Equity;980563;ZEBRA TECHNOLOGIES;eer;share;ord_sh;sfi_atyp_202;;;ZEBRA TECHNOLOGIES 'A';USD;US;U.S.A.;42;ELECTRONICS & SEMICONDUCTORS;;NYX;XNYS;;;;OXP;;;;;;;;;;;;;;;;;;;;;;;;;2500;485.18;1;1212950;1212950;1;.850846;31/03/2021;N;0;0;0;31/03/2021
