ID_MAN_CO;FUND_NUMBER;FUND_NAME;FUND_CCY;ISIN;SECURITY_NAME;TYPE_INSTR;INSTRUMENT_CCY;INSTRUMENT_PRICE;INSTRUMENT_PRICE_EUR;PRICE_DATE;FX_RATE;TRANSACTION_TYPE;EXECUTION_DATE;TRANSACTION_CCY;QUANTITY;AMOUNT_TRANSACTION_CCY;AMOUNT_FUND_CCY;AMOUNT_TRANSACTION_EUR;FX_RATE_EUR;FX_RATE_DATE;MATURITY_DATE;MIC_CODE;TRANSACTION_PRICE;UNREALIZED_PNL;CANCEL_ANULATION;FLAG_FEEDER;Reporting Period
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;12/03/2021;0;Purchase spot contract ~;12/03/2021;;0;191385.28;191385.28;;;31/03/2021;;;;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;12/03/2021;0;Purchase spot contract ~;12/03/2021;;0;332234.56;332234.56;;;31/03/2021;;;;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;02/03/2021;0;Purchase spot contract ~;02/03/2021;;0;468221.63;468221.63;;;31/03/2021;;;;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;01/03/2021;0;Purchase spot contract ~;01/03/2021;;0;265211;265211;;;31/03/2021;;;;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;01/03/2021;0;Purchase spot contract ~;01/03/2021;;0;200000;200000;;;31/03/2021;;;;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;26/02/2021;0;Purchase spot contract ~;26/02/2021;;0;371776;371776;;;31/03/2021;;;;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;25/02/2021;0;Purchase spot contract ~;25/02/2021;;0;8256;8256;;;31/03/2021;;;;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;24/02/2021;0;Purchase spot contract ~;24/02/2021;;0;100000.01;100000.01;;;31/03/2021;;;;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;24/02/2021;0;Purchase spot contract ~;24/02/2021;;0;104999.99;104999.99;;;31/03/2021;;;;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;Repayment forward contract ~ Bought EUR 320,561.47 Sold USD 388,000.00;;EUR;1.210376;1.210376;12/02/2021;0;Purchase forward contract ~;12/02/2021;USD;0;320561.47;320561.47;272748.444504;.850846;31/03/2021;;;1.210376;;40;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;Repayment forward contract ~ Bought EUR 554,470.62 Sold USD 671,000.00;;EUR;1.210163;1.210163;09/02/2021;0;Purchase forward contract ~;09/02/2021;USD;0;554470.62;554470.62;471769.109145;.850846;31/03/2021;;;1.210163;;40;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;17/02/2021;0;Purchase spot contract ~;17/02/2021;;0;49140;49140;;;31/03/2021;;;;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;17/02/2021;0;Purchase spot contract ~;17/02/2021;;0;24999999.75;24999999.75;;;31/03/2021;;;;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;16/02/2021;0;Purchase spot contract ~;16/02/2021;;0;1369999.99;1369999.99;;;31/03/2021;;;;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;Purchase forward contract ~ Bought EUR 320,561.47 Sold USD 388,000.00;;EUR;1.210376;1.210376;12/02/2021;0;Purchase forward contract ~;12/02/2021;USD;0;320561.47;320561.47;272748.444504;.850846;31/03/2021;;;1.210376;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;08/02/2021;0;Purchase spot contract ~;08/02/2021;;0;66257.07;66257.07;;;31/03/2021;;;;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;08/02/2021;0;Purchase spot contract ~;08/02/2021;;0;113326.2;113326.2;;;31/03/2021;;;;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;Purchase forward contract ~ Bought EUR 354,905.31 Sold USD 425,000.00;;EUR;1.197503;1.197503;04/02/2021;0;Purchase forward contract ~;04/02/2021;USD;0;354905.31;354905.31;301969.763392;.850846;31/03/2021;;;1.197503;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;Purchase forward contract ~ Bought USD 393,238.85 Sold EUR 327,000.00;;USD;1.202565;1.023198;02/02/2021;0;Purchase forward contract ~;02/02/2021;EUR;0;393238.85;393238.85;393238.85;1;31/03/2021;;;1.202565;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;25/01/2021;0;Purchase spot contract ~;25/01/2021;;0;78459;78459;;;31/03/2021;;;;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;22/01/2021;0;Purchase spot contract ~;22/01/2021;;0;60160.01;60160.01;;;31/03/2021;;;;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;20/01/2021;0;Purchase spot contract ~;20/01/2021;;0;44743.71;44743.71;;;31/03/2021;;;;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;15/01/2021;0;Purchase spot contract ~;15/01/2021;;0;956822.52;956822.52;;;31/03/2021;;;;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;11/01/2021;0;Purchase spot contract ~;11/01/2021;;0;81751.8;81751.8;;;31/03/2021;;;;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;11/01/2021;0;Purchase spot contract ~;11/01/2021;;0;132025.39;132025.39;;;31/03/2021;;;;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;US8725401090;TJX;share;USD;65.668852;55.87408;08/03/2021;1;Purchase on stock market ~;08/03/2021;USD;16000;1050701.63;1050701.63;893985.279079;.850846;31/03/2021;;;65.668852;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;US2546871060;WALT DISNEY;share;USD;185.2405;157.611138;05/03/2021;1;Purchase on stock market ~;05/03/2021;USD;1000;185240.5;185240.5;157611.138463;.850846;31/03/2021;;;185.2405;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;IT0003128367;ENEL;share;EUR;8.468286;8.468286;12/02/2021;.825185;Purchase on stock market ~;12/02/2021;EUR;30000;254048.58;307868.77;254048.58;1;31/03/2021;;;8.468286;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;US2310211063;CUMMINS;share;USD;238.5375;202.958678;07/01/2021;1;Purchase on stock market ~;07/01/2021;USD;800;190830;190830;162366.94218;.850846;31/03/2021;;;238.5375;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;US74834L1008;QUEST DIAGNOSTICS;share;USD;126.297417;107.459652;14/01/2021;1;Purchase on stock market ~;14/01/2021;USD;3000;378892.25;378892.25;322378.955344;.850846;31/03/2021;;;126.297417;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;US50540R4092;LABORATORY CORP AMERICA HOLDINGS;share;USD;239.5354;203.807737;24/02/2021;1;Sale on stock market ~;24/02/2021;USD;2500;598838.51;598838.51;509519.350879;.850846;31/03/2021;;;239.5354;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;FI0009013296;NESTE;share;EUR;51.23064;51.23064;09/03/2021;.841503;Purchase on stock market ~;09/03/2021;EUR;5000;256153.2;304399.66;256153.2;1;31/03/2021;;;51.23064;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;GB00B1CRLC47;MONDI (GBP);share;GBP;18.865;22.145869;07/01/2021;.738389;Purchase on stock market ~;07/01/2021;GBP;30000;565950;766466.08;664376.06235;1.173913;31/03/2021;;;18.865;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;NL0011821392;SIGNIFY;share;EUR;36.80664;36.80664;01/03/2021;.829772;Purchase on stock market ~;01/03/2021;EUR;5000;184033.2;221787.62;184033.2;1;31/03/2021;;;36.80664;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;DK0060534915;NOVO NORDISK 'B';share;DKK;431.130417;57.968934;30/03/2021;6.342;Purchase on stock market ~;30/03/2021;DKK;3000;1293391.25;203940.59;173906.800693;.134458;31/03/2021;;;431.130417;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;CH0025751329;LOGITECH INTERNATIONAL;share;CHF;94.379725;85.32399;16/03/2021;.92605;Purchase on stock market ~;16/03/2021;CHF;2000;188759.45;203832.88;170647.980773;.90405;31/03/2021;;;94.379725;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;NL0000687663;AERCAP HOLDINGS;share;USD;56.0669;47.704298;09/03/2021;1;Sale on stock market ~;09/03/2021;USD;5000;280334.5;280334.5;238521.487987;.850846;31/03/2021;;;56.0669;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;NL0000687663;AERCAP HOLDINGS;share;USD;57;48.498222;08/03/2021;1;Sale on stock market ~;08/03/2021;USD;5000;285000;285000;242491.11;.850846;31/03/2021;;;57;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;NL0000687663;AERCAP HOLDINGS;share;USD;47.875771;40.734908;22/02/2021;1;Purchase on stock market ~;22/02/2021;USD;7000;335130.4;335130.4;285144.360318;.850846;31/03/2021;;;47.875771;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;FR0000121261;MICHELIN 'B' NOM.;share;EUR;128.506215;128.506215;30/03/2021;.852697;Purchase on stock market ~;30/03/2021;EUR;2000;257012.42;301411.33;257012.42;1;31/03/2021;;;128.506215;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;FR0000121261;MICHELIN 'B' NOM.;share;EUR;118.203917;118.203917;19/02/2021;.824606;Purchase on stock market ~;19/02/2021;EUR;3000;354611.74;430037.68;354611.74;1;31/03/2021;;;118.203917;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;CH0002497458;SGS NOM.;share;CHF;2683.592;2426.101348;12/01/2021;.88945;Sale on stock market ~;12/01/2021;CHF;250.000001;670898;754284.11;606525.3369;.90405;31/03/2021;;;2683.592;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;US3687361044;GENERAC HOLDINGS;share;USD;357.435;304.12214;19/02/2021;1;Purchase on stock market ~;19/02/2021;USD;500;178717.49;178717.49;152061.061497;.850846;31/03/2021;;;357.435;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;US0091581068;AIR PRODUCTS & CHEMICALS;share;USD;260.42574;221.582199;16/02/2021;1;Sale on stock market ~;16/02/2021;USD;5000;1302128.7;1302128.7;1107910.99588;.850846;31/03/2021;;;260.42574;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;US9288811014;VONTIER;share;USD;32.214705;27.409753;24/02/2021;1;Purchase on stock market ~;24/02/2021;USD;35000;1127514.67;1127514.67;959341.346911;.850846;31/03/2021;;;32.214705;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;US4824801009;KLA CORPORATION;share;USD;312.465;265.859595;30/03/2021;1;Purchase on stock market ~;30/03/2021;USD;500;156232.49;156232.49;132929.789187;.850846;31/03/2021;;;312.465;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;US9892071054;ZEBRA TECHNOLOGIES 'A';share;USD;492.070625;418.676323;26/02/2021;1;Purchase on stock market ~;26/02/2021;USD;800.000008;393656.51;393656.51;334941.066907;.850846;31/03/2021;;;492.070625;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;30/03/2021;0;Purchase spot contract ~;30/03/2021;;0;125306;125306;;;31/03/2021;;;;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;Repayment forward contract ~ Bought USD 406,280.02 Sold CHF 380,000.00;;USD;.935315;.795809;08/03/2021;0;Purchase forward contract ~;08/03/2021;CHF;0;406280.02;406280.02;367297.452081;.90405;31/03/2021;;;.935315;;40;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;Repayment forward contract ~ Bought EUR 668,584.67 Sold USD 801,000.00;;EUR;1.198053;1.198053;04/03/2021;0;Purchase forward contract ~;04/03/2021;USD;0;668584.67;668584.67;568862.592131;.850846;31/03/2021;;;1.198053;;40;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;Repayment forward contract ~ Bought EUR 24,281,734.71 Sold USD 29,555,727.49;;EUR;1.2172;1.2172;24/02/2021;0;Purchase forward contract ~;24/02/2021;USD;0;24281734.71;24281734.71;20660016.851065;.850846;31/03/2021;;;1.2172;;40;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;18/03/2021;0;Purchase spot contract ~;18/03/2021;;0;32232;32232;;;31/03/2021;;;;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;11/03/2021;0;Purchase spot contract ~;11/03/2021;;0;94196.39;94196.39;;;31/03/2021;;;;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;09/03/2021;0;Purchase spot contract ~;09/03/2021;;0;140000;140000;;;31/03/2021;;;;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;08/03/2021;0;Purchase spot contract ~;08/03/2021;;0;72616;72616;;;31/03/2021;;;;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;04/03/2021;0;Purchase spot contract ~;04/03/2021;;0;168800;168800;;;31/03/2021;;;;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;04/03/2021;0;Purchase spot contract ~;04/03/2021;;0;328891;328891;;;31/03/2021;;;;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;25/02/2021;0;Purchase spot contract ~;25/02/2021;;0;150000;150000;;;31/03/2021;;;;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;Purchase forward contract ~ Bought CHF 14,346,958.82 Sold USD 15,832,437.24;;CHF;.906175;.819228;24/02/2021;0;Purchase forward contract ~;24/02/2021;USD;0;14346958.82;14346958.82;12207052.524162;.850846;31/03/2021;;;.906175;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;Repayment forward contract ~ Bought USD 396,222.40 Sold CHF 356,000.00;;USD;.898485;.764472;02/02/2021;0;Purchase forward contract ~;02/02/2021;CHF;0;396222.4;396222.4;358204.86072;.90405;31/03/2021;;;.898485;;40;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;Repayment forward contract ~ Bought CHF 13,256,029.75 Sold USD 14,931,828.91;;CHF;.88777;.802588;27/01/2021;0;Purchase forward contract ~;27/01/2021;USD;0;13256029.75;13256029.75;11278839.888669;.850846;31/03/2021;;;.88777;;40;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;Purchase forward contract ~ Bought EUR 24,281,734.71 Sold USD 29,555,727.49;;EUR;1.2172;1.2172;24/02/2021;0;Purchase forward contract ~;24/02/2021;USD;0;24281734.71;24281734.71;20660016.851065;.850846;31/03/2021;;;1.2172;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;22/02/2021;0;Purchase spot contract ~;22/02/2021;;0;9577.56;9577.56;;;31/03/2021;;;;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;16/02/2021;0;Purchase spot contract ~;16/02/2021;;0;55872.32;55872.32;;;31/03/2021;;;;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;15/02/2021;0;Purchase spot contract ~;15/02/2021;;0;177369.35;177369.35;;;31/03/2021;;;;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;15/02/2021;0;Purchase spot contract ~;15/02/2021;;0;29999999.7;29999999.7;;;31/03/2021;;;;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;10/02/2021;0;Purchase spot contract ~;10/02/2021;;0;21126.7;21126.7;;;31/03/2021;;;;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;04/02/2021;0;Purchase spot contract ~;04/02/2021;;0;45638.25;45638.25;;;31/03/2021;;;;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;02/02/2021;0;Purchase spot contract ~;02/02/2021;;0;356000;356000;;;31/03/2021;;;;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;29/01/2021;0;Purchase spot contract ~;31/01/2021;;0;94569.55;94569.55;;;31/03/2021;;;;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;28/01/2021;0;Purchase spot contract ~;28/01/2021;;0;540825;540825;;;31/03/2021;;;;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;27/01/2021;0;Purchase spot contract ~;27/01/2021;;0;74972.05;74972.05;;;31/03/2021;;;;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;Repayment forward contract ~ Bought EUR 411,737.82 Sold USD 500,000.00;;EUR;1.214365;1.214365;25/01/2021;0;Purchase forward contract ~;25/01/2021;USD;0;411737.82;411737.82;350325.477196;.850846;31/03/2021;;;1.214365;;40;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;Repayment forward contract ~ Bought EUR 20,452,907.04 Sold USD 25,062,174.17;;EUR;1.22536;1.22536;29/12/2020;0;Purchase forward contract ~;29/12/2020;USD;0;20452907.04;20452907.04;17402274.143356;.850846;31/03/2021;;;1.22536;;40;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;26/01/2021;0;Purchase spot contract ~;26/01/2021;;0;58651;58651;;;31/03/2021;;;;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;25/01/2021;0;Purchase spot contract ~;25/01/2021;;0;43408;43408;;;31/03/2021;;;;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;25/01/2021;0;Purchase spot contract ~;25/01/2021;;0;500000;500000;;;31/03/2021;;;;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;19/01/2021;0;Purchase spot contract ~;19/01/2021;;0;19941.78;19941.78;;;31/03/2021;;;;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;18/01/2021;0;Purchase spot contract ~;18/01/2021;;0;119023;119023;;;31/03/2021;;;;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;13/01/2021;0;Purchase spot contract ~;13/01/2021;;0;44092;44092;;;31/03/2021;;;;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;Purchase forward contract ~ Bought EUR 401,167.53 Sold USD 488,000.00;;EUR;1.216449;1.216449;12/01/2021;0;Purchase forward contract ~;12/01/2021;USD;0;401167.53;401167.53;341331.78823;.850846;31/03/2021;;;1.216449;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;12/01/2021;0;Purchase spot contract ~;12/01/2021;;0;280000;280000;;;31/03/2021;;;;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;07/01/2021;0;Purchase spot contract ~;07/01/2021;;0;496700.33;496700.33;;;31/03/2021;;;;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;07/01/2021;0;Purchase spot contract ~;07/01/2021;;0;121418.44;121418.44;;;31/03/2021;;;;;20;Y;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;06/01/2021;0;Purchase spot contract ~;06/01/2021;;0;1299999.99;1299999.99;;;31/03/2021;;;;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;;;;;;;05/01/2021;0;Purchase spot contract ~;05/01/2021;;0;330000.01;330000.01;;;31/03/2021;;;;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;US1729674242;CITIGROUP;share;USD;65.6004;55.815838;15/01/2021;1;Sale on stock market ~;15/01/2021;USD;7999.99992;524803.2;524803.2;446526.703507;.850846;31/03/2021;;;65.6004;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;US1729674242;CITIGROUP;share;USD;67.121831;57.110341;07/01/2021;1;Sale on stock market ~;07/01/2021;USD;10000;671218.31;671218.31;571103.41419;.850846;31/03/2021;;;67.121831;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;US30303M1027;FACEBOOK 'A';share;USD;264.56292;225.102302;19/02/2021;1;Sale on stock market ~;19/02/2021;USD;3000;793688.76;793688.76;675306.906691;.850846;31/03/2021;;;264.56292;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;US0231351067;AMAZON.COM;share;USD;3314.403467;2820.046932;19/02/2021;1;Sale on stock market ~;19/02/2021;USD;300;994321.04;994321.04;846014.0796;.850846;31/03/2021;;;3314.403467;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;CH0010645932;GIVAUDAN;share;CHF;3650.558333;3300.287261;14/01/2021;.88895;Sale on stock market ~;14/01/2021;CHF;240.000001;876134;985582.99;792068.9427;.90405;31/03/2021;;;3650.558333;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;US2310211063;CUMMINS;share;USD;246.17475;209.456801;22/01/2021;1;Purchase on stock market ~;22/01/2021;USD;2000.00002;492349.5;492349.5;418913.602677;.850846;31/03/2021;;;246.17475;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;GB00BVYVFW23;AUTO TRADER GROUP;share;GBP;5.713049;6.706622;09/03/2021;.719813;Purchase on stock market ~;09/03/2021;GBP;25000;142826.23;198421.34;167665.568138;1.173913;31/03/2021;;;5.713049;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;US29786A1060;ETSY;share;USD;218.562185;185.962761;14/01/2021;1;Purchase on stock market ~;14/01/2021;USD;2000;437124.36;437124.36;371925.513209;.850846;31/03/2021;;;218.562185;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;US92220P1057;VARIAN MEDICAL SYSTEMS;share;USD;176.221537;149.93739;05/02/2021;1;Sale on stock market ~;05/02/2021;USD;3000;528664.6;528664.6;449812.160252;.850846;31/03/2021;;;176.221537;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;GB00B1CRLC47;MONDI (GBP);share;GBP;18.605461;21.841193;14/01/2021;.731047;Purchase on stock market ~;14/01/2021;GBP;15000;279081.92;381756.16;327617.893953;1.173913;31/03/2021;;;18.605461;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;NL0010583399;CORBION;share;EUR;46.477061;46.477061;26/01/2021;.821929;Sale on stock market ~;26/01/2021;EUR;4634.000047;215374.7;262035.63;215374.7;1;31/03/2021;;;46.477061;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;US00724F1012;ADOBE;share;USD;482.703125;410.706023;02/02/2021;1;Purchase on stock market ~;02/02/2021;USD;800;386162.5;386162.5;328564.818475;.850846;31/03/2021;;;482.703125;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;US00724F1012;ADOBE;share;USD;463.825443;394.644023;15/01/2021;1;Purchase on stock market ~;15/01/2021;USD;699.999993;324677.8;324677.8;276250.807419;.850846;31/03/2021;;;463.825443;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;US22160K1051;COSTCO WHOLESALE;share;USD;320.04948;272.31282;08/03/2021;1;Sale on stock market ~;08/03/2021;USD;1500;480074.22;480074.22;408469.22979;.850846;31/03/2021;;;320.04948;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;US46625H1005;JPMORGAN CHASE;share;USD;139.272894;118.499785;05/02/2021;1;Purchase on stock market ~;05/02/2021;USD;8000;1114183.15;1114183.15;947998.276445;.850846;31/03/2021;;;139.272894;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;IT0004176001;PRYSMIAN;share;EUR;29.360279;29.360279;12/01/2021;.82247;Sale on stock market ~;12/01/2021;EUR;15000;440404.19;535465.43;440404.19;1;31/03/2021;;;29.360279;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;IT0004176001;PRYSMIAN;share;EUR;30.75;30.75;07/01/2021;.815694;Sale on stock market ~;07/01/2021;EUR;10000;307500;376979.63;307500;1;31/03/2021;;;30.75;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;NL0000687663;AERCAP HOLDINGS;share;USD;49.13384;41.805331;01/03/2021;1;Purchase on stock market ~;01/03/2021;USD;5000;245669.2;245669.2;209026.656143;.850846;31/03/2021;;;49.13384;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;NL0000687663;AERCAP HOLDINGS;share;USD;45.545525;38.752228;19/02/2021;1;Purchase on stock market ~;19/02/2021;USD;18000;819819.45;819819.45;697540.099755;.850846;31/03/2021;;;45.545525;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;US0382221051;APPLIED MATERIALS;share;USD;120.952048;102.911566;24/03/2021;1;Purchase on stock market ~;24/03/2021;USD;9500;1149044.46;1149044.46;977659.882613;.850846;31/03/2021;;;120.952048;;20;N;31/03/2021
343;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;US1890541097;CLOROX;share;USD;194.822063;165.763573;12/01/2021;1;Purchase on stock market ~;12/01/2021;USD;2700;526019.57;526019.57;447561.647056;.850846;31/03/2021;;;194.822063;;20;N;31/03/2021
