ID_EXTERNE;ID_MANCO;CSSF_CODE;LIBELLE_AIF;DEVISE;DATE_LANCEMENT;DATE_LIQUIDATION;DOMICILE;GESTIONNAIRE;COURTIER_1;COURTIER_2;COURTIER_3;DEVISE_DE_REFERENCE;DROIT_APPLICABLE;FLAG_EU;TYPE;DETAIL_STRATEGIE;DELAI_REMBOURSEMENT;FREQUENCE_NAV;PERIODE_VERROUILLAGE;EQUITY_DELTA;CS01;DV01;DURATION;VAR_GROSS;VAR_COMMITMENT;MODIFIED_DURATION;STRUCTURE_NUM;TAILLE_STANDARD_TRANSACTION;INFLUENCE_DOMINANTE_NOM;INFLUENCE_DOMINANTE_PCT_VOTE;INFLUENCE_DOMINANTE_TYPE_TRANS;FREQUENCE_REMBOURSEMENT;NOTICE_PERIODE;HEURE_BLOCAGE;GATE;Reporting Period
274380;343;8688_9;DECALIA SICAV-CIRCULAR ECONOMY;USD;30/05/2018;;LUXEMBOURG;;;;;;LUXEMBOURG;;;;3;JOURNALIER;0;;;;;;;;427;;;;;;;12:01;;31/03/2021
